budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,revenue,runtime,status,title,vote_average,vote_count,cast,year,director,producer
35000000,Drama | History,192136,Drama | History,en,15.50957,Distant Horizons | Film Afrika Worldwide | Videovision Entertainment | Pathe | Origin Pictures,United Kingdom | South Africa,27330000,141.0,Released,Mandela: Long Walk to Freedom,6.5,224,Idris Elba | Naomie Harris,2013,Justin Chadwick,David M. Thompson
50000000,Action | Crime | Thriller,10877,Action | Crime | Thriller,en,12.601306,Village Roadshow Pictures | NPV Entertainment | Warner Bros.,Canada | United States of America,79958599,101.0,Released,Exit Wounds,5.3,110,Steven Seagal | DMX,2001,Andrzej Bartkowiak,Joel Silver
30000000,Crime | Comedy,9600,Crime | Comedy,en,24.389194,Twentieth Century Fox Film Corporation | Regency Enterprises,Germany | United States of America,173959438,98.0,Released,Big Momma's House,5.6,506,Martin Lawrence | Nia Long,2000,Raja Gosnell,David T. Friendly
34000000,Family | Fantasy | Animation | Adventure,202575,Family | Fantasy | Animation | Adventure,en,12.867326,StudioCanal | nWave Pictures | Illuminata Pictures | Shout! Factory,Belgium | United States of America,0,85.0,Released,Thunder and the House of Magic,6.3,121,Brianne Siddall | Joey Camen,2013,Ben Stassen,Nadia Khamlichi
30000000,Horror | Action | Thriller | Science Fiction,71469,Horror | Action | Thriller | Science Fiction,en,23.328823,Summit Entertainment | Regency Enterprises | Bazelevs Production | The Jacobson Company | New Regency Pictures,United States of America | Russia,64626786,89.0,Released,The Darkest Hour,4.8,469,Emile Hirsch | Rachael Taylor,2011,Chris Gorak,Timur Bekmambetov
33000000,Music | Drama | Romance,85446,Music | Drama | Romance,en,29.775441,Summit Entertainment,United States of America,140470746,99.0,Released,Step Up Revolution,6.7,663,Kathryn McCormick | Ryan Guzman,2012,Scott Speer,Patrick Wachsberger
33000000,Action | Crime | Horror | Thriller,326,Action | Crime | Horror | Thriller,en,19.642328,New Line Cinema,United States of America,62022014,105.0,Released,Snakes on a Plane,5.1,497,Samuel L. Jackson | Julianna Margulies,2006,David R. Ellis,Sandra Rabins
33000000,Mystery | Thriller,10685,Mystery | Thriller,en,7.339908,Universal Pictures,United States of America,0,96.0,Released,The Watcher,4.9,110,James Spader | Keanu Reeves,2000,Joe Charbanic,Christopher Eberts
33000000,Action | Crime | Drama,7220,Action | Crime | Drama,en,35.099611,Lions Gate Films | VIP 3 Medienfonds | Valhalla Motion Pictures | Marvel Enterprises | VIP 2 Medienfonds,Germany | United States of America,54700105,124.0,Released,The Punisher,6.1,766,Thomas Jane | John Travolta,2004,Jonathan Hensleigh,Gale Anne Hurd
30000000,Drama,9763,Drama,en,16.541791,Touchstone Pictures | Milkshake Films | Hargitay & Hargitay Pictures in Motion,United Kingdom | United States of America,27610873,118.0,Released,Goal!: The Dream Begins,6.6,238,Kuno Becker | Alessandro Nivola,2005,Danny Cannon,Lawrence Bender
30000000,Action | Crime | Thriller,72387,Action | Crime | Thriller,en,31.92695,Lawrence Bender Productions | IM Global | Automatik Entertainment | Trigger Street Productions | 87Eleven,United States of America,40346186,94.0,Released,Safe,6.3,799,Jason Statham | Chris Sarandon,2012,Boaz Yakin,Lawrence Bender
33000000,Comedy | Drama,12596,Comedy | Drama,en,9.060642,Regency Enterprises | Fox 2000 Pictures | Art Linson Productions | Dogstar Films | Taurus Film | 3 Miles Apart Productions Ltd.,Germany | United States of America,0,124.0,Released,Pushing Tin,5.7,116,John Cusack | Billy Bob Thornton,1999,Mike Newell,Art Linson
30000000,Action | Thriller | Science Fiction,13460,Action | Thriller | Science Fiction,en,21.538222,Rogue Pictures | Intrepid Pictures | Scion Films | Moonlighting Films | Internationale Filmproduktion Blackbird Dritte | Crystal Sky Pictures,Germany | United Kingdom | United States of America | South Africa,22211426,108.0,Released,Doomsday,5.8,363,Rhona Mitra | Bob Hoskins,2008,Neil Marshall,Peter McAleese
32000000,Drama | Romance,8055,Drama | Romance,en,33.923786,Studio Babelsberg | Filmförderanstalt (FFA) | The Weinstein Company | Filmstiftung Nordrhein-Westfalen | Mirage Enterprises | Filmförderungsanstalt (FFA) | Medienboard Berlin-Brandenburg | Deutsche Filmförderfonds (DFFF) | Mitteldeutsche Medienförderung (MDM),Germany | United States of America,113019290,124.0,Released,The Reader,7.2,813,Kate Winslet | Ralph Fiennes,2008,Stephen Daldry,Sydney Pollack
35000000,Comedy,50647,Comedy,en,20.908494,Relativity Media | Apatow Productions | A Hot Dog,United States of America,24159934,98.0,Released,Wanderlust,5.3,394,Paul Rudd | Jennifer Aniston,2012,David Wain,David Wain
32000000,Comedy | Family | Fantasy,10719,Comedy | Family | Fantasy,en,16.901954,New Line Cinema | Gold/Miller Productions | Guy Walks into a Bar Productions,United States of America | Germany,173398518,97.0,Released,Elf,6.4,987,Will Ferrell | James Caan,2003,Jon Favreau,Cale Boyter
32000000,Drama | Fantasy | Romance | Science Fiction,9294,Drama | Fantasy | Romance | Science Fiction,en,15.039407,Touchstone Pictures,United States of America,152036382,123.0,Released,Phenomenon,6.2,323,John Travolta | Kyra Sedgwick,1996,Jon Turteltaub,Jonathan D. Krane
33000000,Adventure | Comedy | Family,11888,Adventure | Comedy | Family,en,13.655735,Walt Disney Pictures,Canada | United States of America,0,99.0,Released,Snow Dogs,5.3,185,Jim Belushi | Cuba Gooding Jr.,2002,Brian Levant,Mel Gibson
0,Fantasy | Comedy | Drama,9647,Fantasy | Comedy | Drama,en,21.620317,Paramount Pictures,United States of America,60328000,101.0,Released,Scrooged,6.7,390,Bill Murray | Karen Allen,1988,Richard Donner,Art Linson
32000000,Comedy | Family,9353,Comedy | Family,en,14.642055,Paramount Pictures | Nickelodeon Movies | Black & White Productions,United States of America,80197993,92.0,Released,Nacho Libre,5.6,359,Jack Black | Ana de la Reguera,2006,Jared Hess,Jack Black
29000000,Horror,10307,Horror,en,14.993169,FGM Entertainment | Metro-Goldwyn-Mayer (MGM),United States of America,50041732,103.0,Released,Stigmata,6.0,242,Patricia Arquette | Gabriel Byrne,1999,Rupert Wainwright,Frank Mancuso Jr.
32000000,Drama,11978,Drama,en,24.147269,Fox 2000 Pictures,United States of America,48814909,129.0,Released,Men of Honor,7.0,544,Robert De Niro | Cuba Gooding Jr.,2000,"George Tillman, Jr.",Bill Badalato
32000000,Action | Crime | Drama | Thriller,22907,Action | Crime | Drama | Thriller,en,18.47242,Rainforest Films,United States of America,69055695,107.0,Released,Takers,6.0,394,Chris Brown | Hayden Christensen,2010,John Luessenhop,Morris Chestnut
35000000,Comedy,87567,Comedy,en,18.84332,Millenium Films | Two Ton Films,United States of America,21819348,90.0,Released,The Big Wedding,5.7,414,Robert De Niro | Diane Keaton,2013,Justin Zackham,Justin Zackham
32000000,Crime | Comedy | Action,38322,Crime | Comedy | Action,en,15.901137,Twentieth Century Fox Film Corporation | Regency Enterprises | New Regency Pictures | The Collective Studios | Runteldat Entertainment | Friendly Films (II) | Friendly Films Productions,United States of America,83615414,107.0,Released,"Big Mommas: Like Father, Like Son",5.3,313,Martin Lawrence | Brandon T. Jackson,2011,John Whitesell,Arnon Milchan
32000000,Action | Adventure | Drama | Thriller,7305,Action | Adventure | Drama | Thriller,en,14.48851,Paramount Pictures | Touchstone Pictures,United States of America,36733909,120.0,Released,Alive,6.7,374,Ethan Hawke | Vincent Spano,1993,Frank Marshall,Kathleen Kennedy
30000000,Thriller | Drama | Mystery,3594,Thriller | Drama | Mystery,en,23.197408,New Line Cinema | Contrafilm | Firm Films,Germany | United States of America,77566815,101.0,Released,The Number 23,6.3,1018,Jim Carrey | Virginia Madsen,2007,Joel Schumacher,Beau Flynn
33000000,Adventure | Drama | Family,157841,Adventure | Drama | Family,en,10.651202,Epithète Films | Cross Creek Pictures | Tapioca Films,Canada | France,9494789,105.0,Released,The Young and Prodigious T.S. Spivet,6.7,232,Kyle Catlett | Helena Bonham Carter,2013,Jean-Pierre Jeunet,Jean-Pierre Jeunet
35000000,Action | Comedy,11519,Action | Comedy,en,10.032626,Columbia Pictures | Universal Pictures | A-Team,United States of America,31755742,113.0,Released,1941,5.6,143,Dan Aykroyd | Ned Beatty,1979,Steven Spielberg,John Milius
0,Drama | Family,12920,Drama | Family,en,6.048743,DreamWorks SKG | Hyde Park Entertainment,Unknown,0,106.0,Released,Dreamer: Inspired By a True Story,6.3,67,Kurt Russell | Dakota Fanning,2005,John Gatins,
32000000,Drama | Thriller | Crime,59,Drama | Thriller | Crime,en,34.628738,New Line Cinema | DC Comics | BenderSpink,United States of America | Canada | Germany,60740827,96.0,Released,A History of Violence,6.9,832,Viggo Mortensen | Maria Bello,2005,David Cronenberg,Chris Bender
32000000,Action | Thriller | Crime,9335,Action | Thriller | Crime,en,47.5612,Canal Plus | Twentieth Century Fox Film Corporation | Current Entertainment | TF 1 Film Productions | TPS Star | EuropaCorp | Revolution Sun Studios,France | United States of America,85167639,87.0,Released,Transporter 2,6.2,1061,Jason Statham | Amber Valletta,2005,Louis Leterrier,Luc Besson
32000000,Action | Western,12106,Action | Western,en,16.473355,TriStar Pictures,Japan | United States of America,18552460,107.0,Released,The Quick and the Dead,6.3,427,Sharon Stone | Gene Hackman,1995,Sam Raimi,Patrick Markey
28000000,Action | Comedy | Romance | Thriller,11141,Action | Comedy | Romance | Thriller,en,6.201404,New Line Cinema | Irish Dreamtime | Deep River Productions | Initial Entertainment Group (IEG),Germany | Ireland | United Kingdom,30016165,90.0,Released,Laws of Attraction,5.6,104,Pierce Brosnan | Julianne Moore,2004,Peter Howitt,Pierce Brosnan
32000000,Drama,8649,Drama,en,15.560918,Paramount Pictures | Touchstone Pictures | De Fina-Cappa,United States of America,0,121.0,Released,Bringing Out the Dead,6.6,225,Nicolas Cage | Patricia Arquette,1999,Martin Scorsese,Scott Rudin
32000000,Action | Science Fiction | Thriller | Crime,31867,Action | Science Fiction | Thriller | Crime,en,25.799697,Universal Pictures | Stuber Productions | Dentsu | Relativity Media,Canada | United States of America,18409891,111.0,Released,Repo Men,6.2,620,Jude Law | Forest Whitaker,2010,Miguel Sapochnik,Scott Stuber
70000000,Fantasy | Drama | Horror | Action | Thriller | Science Fiction,10253,Fantasy | Drama | Horror | Action | Thriller | Science Fiction,ko,4.822033,Younggu-Art Movies | Showbox Entertainment,South Korea,53587404,90.0,Released,Dragon Wars: D-War,4.0,104,Jason Behr | Robert Forster,2007,Shim Hyung-Rae,Shim Hyung-Rae
32000000,Fantasy | Comedy | Family,3587,Fantasy | Comedy | Family,en,3.379454,Regency Enterprises | Yorktown Productions | Warner Bros.,United States of America,0,110.0,Released,Bogus,5.4,44,Whoopi Goldberg | Gérard Depardieu,1996,Norman Jewison,Arnon Milchan
30000000,Comedy,124459,Comedy,en,26.9385,New Line Cinema | Benderspink | Carousel Productions,United States of America,27437881,100.0,Released,The Incredible Burt Wonderstone,5.3,724,Steve Carell | Jim Carrey,2013,Don Scardino,Chris Bender
32000000,Animation | Comedy | Family | Music,24662,Animation | Comedy | Family | Music,en,4.098444,Warner Bros. Pictures | David Kirschner Productions | Turner Feature Animation,United States of America,3566637,75.0,Released,Cats Don't Dance,7.1,24,Scott Bakula | Jasmine Guy,1997,Mark Dindal,
0,Drama,32274,Drama,en,4.901553,Touchstone Pictures,United States of America,0,132.0,Released,Cradle Will Rock,7.2,18,Hank Azaria | Rubén Blades,1999,Tim Robbins,Tim Robbins
32000000,War | Crime | Drama | Mystery | Romance | Thriller,182,War | Crime | Drama | Mystery | Romance | Thriller,en,5.347936,Warner Bros. | Section Eight Productions | Sunset Gower Studios,United States of America,5914908,108.0,Released,The Good German,5.9,86,George Clooney | Cate Blanchett,2006,Steven Soderbergh,
32000000,Adventure,5494,Adventure,en,4.120549,Carousel Picture Company | ApolloMedia Distribution | Ravenhouse Entertainment,Germany | United Kingdom | United States of America | Luxembourg,0,93.0,Released,George and the Dragon,5.0,13,James Purefoy | Piper Perabo,2004,Tom Reeve,Todd Moyer
32000000,Comedy | Drama | Romance,38073,Comedy | Drama | Romance,en,13.611544,New Line Cinema | Offspring Entertainment,United States of America,42045846,102.0,Released,Going the Distance,6.0,262,Drew Barrymore | Justin Long,2010,Nanette Burstein,Adam Shankman
0,Music | Drama | Family,2054,Music | Drama | Family,en,6.775294,Hollywood Pictures | The Charlie Mopic Company | PolyGram Filmed Entertainment | Interscope Communications,United States of America,106269971,137.0,Released,Mr. Holland's Opus,6.9,113,Richard Dreyfuss | Glenne Headly,1995,Stephen Herek,Scott Kroopf
31500000,Action,302156,Action,en,27.891012,Lionsgate | BenderSpink | Millennium Films | Fipex Holding | Campbell Grobman Films | Criminal Productions,United Kingdom | United States of America,14708696,113.0,Released,Criminal,5.7,557,Kevin Costner | Gary Oldman,2016,Ariel Vromen,Chris Bender
34000000,Action | Adventure | Thriller | Science Fiction,698,Action | Adventure | Thriller | Science Fiction,en,29.887404,United Artists | Eon Productions,France | United Kingdom | United States of America,210308099,126.0,Released,Moonraker,5.9,541,Roger Moore | Lois Chiles,1979,Lewis Gilbert,Albert R. Broccoli
31000000,Drama | Mystery,11313,Drama | Mystery,en,7.06762,Castle Rock Entertainment,Australia | United States of America,24185781,101.0,Released,Hearts in Atlantis,6.4,131,Anthony Hopkins | Anton Yelchin,2001,Scott Hicks,Kerry Heysen
31000000,Comedy | Horror,6488,Comedy | Horror,en,15.895661,Amblin Entertainment | Hollywood Pictures | Tangled Web Productions,United States of America,53208180,103.0,Released,Arachnophobia,6.2,433,Jeff Daniels | Harley Jane Kozak,1990,Frank Marshall,Steven Spielberg
31000000,Crime | Drama | Science Fiction | Thriller,10559,Crime | Drama | Science Fiction | Thriller,en,19.258041,New Line Cinema,United States of America,68106245,118.0,Released,Frequency,7.0,462,Dennis Quaid | Jim Caviezel,2000,Gregory Hoblit,Robert Shaye
31000000,Comedy,296099,Comedy,en,47.753598,New Line Cinema | BenderSpink | David Dobkin Productions,United States of America,104384188,99.0,Released,Vacation,6.2,1195,Ed Helms | Christina Applegate,2015,John Francis Daley,Chris Bender
30250000,Comedy | Thriller | Crime,8012,Comedy | Thriller | Crime,en,15.585138,Jersey Films | Metro-Goldwyn-Mayer (MGM),United States of America,115101622,105.0,Released,Get Shorty,6.4,302,John Travolta | Gene Hackman,1995,Barry Sonnenfeld,Danny DeVito
30000000,Drama | Romance,72570,Drama | Romance,en,26.780961,Spyglass Entertainment | Screen Gems,United States of America,196114570,104.0,Released,The Vow,7.0,1293,Rachel McAdams | Channing Tatum,2012,Michael Sucsy,Jonathan Glickman
31000000,Drama,27569,Drama,en,6.487344,Double Feature Films | CBS Films,United States of America,15134293,105.0,Released,Extraordinary Measures,6.0,89,Harrison Ford | Brendan Fraser,2010,Tom Vaughan,Michael Shamberg
30000000,Drama,10637,Drama,en,25.996219,Walt Disney Pictures | Jerry Bruckheimer Films | Technical Black | Run It Up Productions Inc.,United States of America,136706683,113.0,Released,Remember the Titans,7.4,821,Denzel Washington | Will Patton,2000,Boaz Yakin,Jerry Bruckheimer
30000000,Action | Adventure | Thriller,1669,Action | Adventure | Thriller,en,46.212155,Paramount Pictures | Nina Saxon Film Design | Mace Neufeld Productions,United States of America,199200000,134.0,Released,The Hunt for Red October,7.2,957,Alec Baldwin | Sean Connery,1990,John McTiernan,Mace Neufeld
25000000,Drama,132363,Drama,en,32.105328,Laura Ziskin Productions | Lee Daniels Entertainment | Follow Through Productions | Salamander Pictures | Pam Williams Productions | Windy Hill Pictures,United States of America,115922175,132.0,Released,The Butler,7.2,1101,Forest Whitaker | David Banner,2013,Lee Daniels,Laura Ziskin
20000000,Comedy,9472,Comedy,en,41.156217,Twentieth Century Fox Film Corporation | Red Hour Films | Mediastream Vierte Film GmbH & Co. Vermarktungs KG,Germany | United States of America,167722310,92.0,Released,DodgeBall: A True Underdog Story,6.2,981,Vince Vaughn | Christine Taylor,2004,Rawson Marshall Thurber,Ben Stiller
30000000,Horror | Comedy | Fantasy,2907,Horror | Comedy | Fantasy,en,37.179547,Paramount Pictures | Orion Pictures | Scott Rudin Productions,United States of America,191502426,99.0,Released,The Addams Family,6.7,848,Raúl Juliá | Anjelica Huston,1991,Barry Sonnenfeld,Scott Rudin
30000000,Crime | Comedy | Adventure,9273,Crime | Comedy | Adventure,en,34.391792,O Entertainment | Morgan Creek Productions,United States of America,212385533,90.0,Released,Ace Ventura: When Nature Calls,6.1,1099,Jim Carrey | Ian McNeice,1995,Steve Oedekerk,Gary Barber
